Project ID,Project Leader,Project Title,Fellowship recipient,Fellowshiptype
LP0774989,"Williams, A",Improving safety and quality: psychosocial influences of managing medicines by consumers with chronic health problems,Dr AF Williams,APDI
LP0775000,"Suthers, I",Stocking of fish and prawns at ecologically determined densities into Australian estuaries,Mr MD Taylor,APDI
LP0775034,"Boughton, B",An investigation into the contribution of the national adult education system to the post-conflict reconstruction and development of East Timor,Dr R Spence,LIF
LP0775041,"Zhang, C",Data Mining of Activity Transactions to Strengthen Debt Prevention,Mr Y Zhao,APDI
LP0775145,"Clarke, P","Fire severity, habitat heterogeneity and life histories. Resolving the persistence ability of plants in frequently fired landscapes",Dr K Knox,APDI
LP0775225,"Baker, D",The Airport Metropolis: Managing the Interfaces,Mr AR Walker,APDI
LP0775248,"Powell, M",The measurement and prediction of police interviewing performance and the dissemination of good practice through a distributive workplace learning system ,Dr CH Hughes-Scholes,APDI
LP0775306,"Buchanan, J",WorkChoices and the Evolution of Australian Working Life: The Changing Role of the Labour Contract,Ms B van Wanrooy,APDI
LP0775356,"Thompson, R","The nature, diversity and potential impact of infectious agents in Western Australian threatened mammals.",Dr A Smith,APDI
LP0775362,"Woodrow, I",Enhancing the essential oil yield of clonal blue mallee plantations,Dr JQ Goodger,APDI
LP0775415,"Yang, R",Fundamental investigation of particle-fluid flow in the IsaMill grinding process,Mr CT Jayasundara,APDI
LP0775438,"Haynes, B",Process Chemistry for Distributed Manufacture of Nitric Acid,Dr A Montoya,APDI
LP0775506,"Dixon, R",Evaluating the impact of new interdisciplinary interventions to enhance dog health to benefit community health outcomes in remote Indigenous communities,Dr G Brown,APDI
LP0775532,"Coiera, E",Agent-based  methods for communication system design in complex organisations,Dr F Magrabi,APDI
LP0776236,"Russo, A",Engaging with Social Media in Museums,Dr A Russo,APDI
LP0776341,"Foth, M",Swarms in Urban Villages: New Media Design to Augment Social Networks of Residents in Inner-City Developments,Ms C Satchell,APDI
LP0776643,"Bell, J",Efficient Dye-Sensitised Solar Cells: New Cathodic Materials and Systems,Dr H Wang,APDI
LP0776649,"Lumby, C",Peer Based Mentoring in Sport: Strategies for Best Practice,Ms KM Albury,APDI
LP0776652,"Lamont, B",Dynamics of animal mediated vegetation establishment and persistence in disturbed landscapes ,Dr MH Parsons,APDI
LP0776712,"Zou, R",Model studies of the flow and thermal behaviour of non-spherical particles in fluid bed reactors,Mr ZY Zhou,APDI
LP0776759,"Neilan, B",Uncovering the genetic basis for saxitoxin production in Australian marine and freshwater systems: novel molecular tools for management.,Dr SA Murray,APDI
LP0776780,"McCuaig, T",Tectonostratigraphic controls on the localization of Archaean komatiite-hosted nickel-sulphide deposits and camps in the Yilgarn Craton,Dr M Fiorentini,APDI
LP0776793,"Bell, J",Novel Nanomaterials for Photocatalytic Water Purification - Science and Application,Dr WN Martens,APDI
LP0776803,"Darian-Smith, K",Conciliation Narratives and the Historical Imagination in British Pacific Rim Settler Societies,Dr P Edmonds,APDI
LP0776814,"Cavanagh, M","Developing leadership for high stress workplaces: Improving well-being, engagement, productivity and staff retention",Mr GB Spence,APDI
LP0776839,"Peele, A",Industrial-strength X-ray Phase Tomography,Dr B Arhatari,APDI
LP0776905,"Oliver, N",From exploration to mining: new geological strategies for sustaining high levels of copper production from the Mount Isa district,Mr L Feltrin,APDI
LP0776921,"Peet, D","Characterisation of the oxygen-sensing asparaginyl hydroxylase, FIH-1, and hydroxylase-specific antagonists.",Dr R Bilton,APDI
LP0776922,"Howe, P",Cognitive and behavioural benefits of omega-3 fatty acid supplementation across the lifespan,Dr N Sinn,APDI
LP0777006,"Hartley, J",The uses of romance for new demographics and multimedia platforms: A model of media innovation in international women's fiction publishing,Dr K McWilliam,APDI
LP0777033,"Clarke, S","XeroCoat:  Modifying and Improving a New, Commercial, Anti-Reflective, Non-Fogging Sol-Gel Coating",Ms E Markovic,APDI
LP0882000,"Betts, P",Unearthing the Marginal Terranes of the South Australian Craton: Keystone of Proterozoic Australia ,Dr G Baines,APDI
LP0882042,"Battaglene, S","Reducing skeletal malformations in cultured marine fish using gene expression, improved nutrition and advanced system operation",Dr JM Cobcroft,APDI
LP0882078,"Cordery, J",Managing work systems to promote employee engagement and business unit outcomes,Dr LL Hughes,APDI
LP0882081,"Murray, T",An Archaeology of Institutional Confinement: the Hyde Park Barracks 1848-1886,Dr PW Davies,APDI
LP0882082,"Semler, L",Innovative Approaches to Shakespeare and Literature Research in Australian Universities and Secondary Schools,Dr KJ Flaherty,APDI
LP0882090,"McAlpine, C",The conservation of widely distributed species: implications of differences between western and eastern koala populations,Dr LM Seabrook,APDI
LP0882141,"Bush, R",Impacts of climate change on coastal floodplain wetland biogeochemistry and surface water quality,Dr SG Johnston,APDI
LP0882150,"Timmers, H",Rare isotopes as tracers of prosthesis debris,Dr LG Gladkis,APDI
LP0882152,"Spencer, R","Community spirit, social transformation, sustainable partnerships: community capacity building in Parramatta",Dr RM Spencer,APDI
LP0882156,"Gu, M",Spectroscopy of complex and biological micro-objects for biosensing applications,Dr D Morrish,APDI
LP0882191,"Dempster, A",Locating Interference to GPS: Protecting the World's Aircraft Landing Systems,Mr A Tabatabaei Balaei,APDI
LP0882292,"Davey, J",Developing Contemporary Driving Risk Assessment Tools to Improve Fleet Safety,Dr JE Freeman,APDI
LP0882329,"Zeleznikow, J",Developing negotiation decision support systems that promote constructive relationships following disputes,Dr BD Abrahams,APDI
LP0882413,"Tu, J",Development of an Integrated Platform for Performance-Based Safety Assessment ,Dr C Cheung,APDI
LP0882432,"Davey, J",Fleet safety in the nonprofit sector,Ms SA Newnam,APDI
LP0882497,"Walker, J",Community Engagement for Productive Ageing:  Models to support rural healthy ageing through the maintenance of community involvement and contribution,Ms AJ Daly,LIF
LP0882595,"Ge, L",Measurement of paddock scale pasture biomass using synthetic aperture radar remote sensing,Dr B Scheuchl,APDI
LP0882680,"Metternicht, G",PLAGA: Pastoral Lease Assessment using Geospatial Analysis,Mr TP Robinson,APDI
LP0883035,"Hickie, I",Understanding and preventing mental health difficulties in young Australian men using the Internet,Dr LA Ellis,APDI
LP0883246,"Wesley, M",Australia's Nuclear Choices,Dr ME Clarke,APDI
LP0883309,"Sloggett, R",The twentieth century in paint ,Ms NA Tse,APDI
LP0883400,"Brooks, D",Development of a gene delivery system to access neuronal cells,Dr R Kakavanos-Plew,APDI
LP0883493,"Kellett, J",An integrated model for the assessment of urban sustainability,Ms KM Davidson,APDI
LP0883613,"Weber, K",Minimising charge carrier recombination at silicon surfaces with improved dielectric coatings,Dr H Jin,APDI
LP0883621,"Williams, L",Gene-brain pathways in emotional brain stability and instability,Dr JM Gatt,APDI
LP0883813,"Bilston, L",Optimising protection for motor vehicle rear seat occupants,Ms J Brown,APDI
LP0883881,"Gilbert, R",Graft copolymers from starch and synthetic monomers,Dr MT Gaborieau,APDI
LP0883889,"Smith, D",Estimating The Risk of Preterm Birth Using Blood Tests,Dr X Shen,APDI
LP0883896,"Galligan, B",Resettling Visible Migrants & Refugees in Regional and Rural Victoria,Dr M Boese,APDI
LP0883926,"Withford, M",Enabling next-generation high-efficiency visible laser sources through advanced waveguide engineering,Mr BF Johnston,APDI
LP0884030,"Haddad, P","Non-discriminatory, universal and sensitive detection technologies for fluid based separation techniques in the pharmaceutical industry",Dr JP Hutchinson,APDI
LP0989139,"Weiler, B",Fostering pro-environmental behaviour of zoo visitors through strategic communication,Mr LD Smith,APDI
LP0989151,"Wilkinson, A",Managing Productive and Collaborative Relations in Australian Workplaces,Dr KJ Townsend,APDI
LP0989188,"Kirkby, D",A Study of the Fulbright Program in Australia 1949-2009 ,Dr AM Garner,APDI
LP0989264,"Parker, Q",Space to Grow: The Faulkes Telescope and improving science engagement in schools ,Dr L Danaia,APDI
LP0989312,"Muller, D",Integrating deep-earth and surface processes for frontier-basin exploration,Dr C Heine,APDI
LP0989312,"Muller, D",Integrating deep-earth and surface processes for frontier-basin exploration,Dr G Iaffaldano,APDI
LP0989324,"Hoffmann, A",Molecular biosignatures for isolating pollution problems in aquatic ecosystems using macroinvertebrate bioindicators,Dr ME Carew,APDI
LP0989358,"McPhail, D","Groundwater dynamics and surface water interactions in the Lower Murrumbidgee Catchment, New South Wales",Dr Wendy McLean,LIF
LP0989433,"Gaudin, C",A novel foundation to extend the operation of mobile structures into deeper water,Dr Britta Bienen,LIF
LP0989452,"Tu, J",Characterisation of Wood Dust Exposures and Its Effects on Respiratory Health,Mr K Inthavong,APDI
LP0989607,"Whittaker, A",Advanced Lithographic Solutions using Block Copolymers: Integrating Self Assembly and Lithography,A/Prof Idriss Blakey,LIF
LP0989662,"Wright, A",Institutional logics in organisations: The interplay between managerial and professional logics in hospitals,Dr SA Middleton,APDI
LP0989722,"Gururajan, R",Implementing teleauscultation for remote user health services in Australia: A case study with economic evaluation,Mr BR Avery,APDI
LP0989727,"Woods, G",An immunological and immunogenetic approach to understand and to protect Tasmanian devils against Devil Facial Tumour Disease ,Mr A Kreiss,APDI
LP0989969,"Hand, S",Environmental change in northern Cenozoic Australia: a multidisciplinary approach,Mr TH Worthy,APDI
LP0990057,"Williamson, A",Human Factors and Patient Safety,Ms RJ Mitchell,APDI
LP0990067,"George, J",Functional Genomics to Predict and Enhance Response to Interferon,Dr V Suppiah,APDI
LP0990151,"Gergis, J","Reconstructing pre-20th century rainfall, temperature and pressure for south-eastern Australia using palaeoclimate, documentary and early weather station data.",Dr JL Gergis,APDI
LP0990171,"Lea, T",ABRA: improving foundational literacy through technology in regional and remote schools through a randomized controlled trial ,Dr Philip Abrami,LIF
LP0990189,"Henderson, R",Optimising dissolved air flotation (DAF) for algae removal by bubble modification in drinking water and advanced wastewater systems,Dr RK Henderson,APDI
LP0990371,"Sargent, C",Sleeping for Gold: The Influence of Sleep on the Sports Performance of Elite Athletes.,Dr C Sargent,APDI
LP0990408,"Benjamin, A",Staging Sappho: investigating new methodologies in Classical Performance Reception,Dr J Griffiths,APDI
LP0990434,"Watson, B",A theory-based approach to the design and evaluation of anti-speeding messages to target high risk road users' attitudes and behaviours,Dr I Lewis,APDI
LP0990610,"Dillon, T","Congestion management in key road networks of a major city through real time data collection, intelligent forecasting and real time routing",Dr J Singh,APDI
LP0990650,"Treloyn, S","Strategies for preserving and sustaining Australian Aboriginal song and dance in the modern world: the Ngarluma community of Roebourne, WA.",Dr SA Treloyn,APDI
LP0990664,"De Nys, R",Towards closing the life cycle of marine sponges: benefits for public aquarium display and coral reef conservation.,Dr SW Whalan,APDI
LP0990708,"Deane, F",Facilitating the transfer of training through values clarification,Dr TP Crowe,APDI
LP0990827,"Mahalingam, S",Ross River virus - identification of virulence determinants in clinical isolates from across Australia,Dr NE Rulli,APDI
LP0991099,"Zreiqat, H",Scaffolds for bone tissue regeneration and use in orthopaedic applications,Dr C Wu,APDI
LP0991280,"Western, A","A new paradigm for catchment management: detection, forecasting and management of water catchments with multiple steady states",Mr TJ Peterson,APDI
LP0991593,"Nicotra, A",Australian alpine seed ecology: Plant conservation and adaptation to climate change,Dr GL Hoyle,APDI
LP0991678,"Zou, R",Experimental and numerical studies of the packing and piling of coal,Dr KJ Dong,APDI
LP100100010,Hawley,Optimising Exercise and Nutrition Throughout the Life Cycle,Dr Vernon Coffey,APDI
LP100100017,Room,Understanding and reducing alcohol-related harm among young adults in urban settings: Opportunities for intervention,Dr Sarah MacLean,APDI
LP100100050,Jordan,Managing variable retention harvesting to maintain forest biodiversity—effects of forest influence and successional stage on recolonisation,Dr Susan C Baker,APDI
LP100100069,Barrow,"Enzymatic synthesis, microencapsulation and biological evaluation of a new class of omega-3 derived functional food ingredients.",Dr Jacqui L Adcock,APDI
LP100100078,Charlton,Managing older driver safe mobility: An international collaboration,Dr Sjaanie N Koppel,APDI
LP100100232,Foth,"Eat, cook, grow: Ubiquitous technology for sustainable food culture in the city",Ms Jaz Hee-jeong Choi,APDI
LP100100356,Ryan,"Testing the potential of integrated vegetation bands to increase water retention, buffer climate extremes, sequester carbon and enhance production",Dr Justin G Ryan,APDI
LP100100440,Dou,"Design, build and test a fault current limiter employing magnesium diboride (MgB2) superconducting coils",Mr Xun Xu,APDI
LP100100504,Whitelock,Targeted growth factor delivery using natural polysaccharide materials for bone regeneration,Dr Megan S Lord,APDI
LP100100546,Wei,Systemic and adaptive water governance: lessons for Australia from China and South Africa,Dr Yongping Wei,APDI
LP100100575,Atchison,Vision performance in relationship to spectacle lens design,Mr Ankit Mathur,APDI
LP100100589,Cartwright,Strengthening leadership capacity in Australia's rapidly changing aged and community care sector,Dr Kelly A Shaw,APDI
LP100100612,Nagarathinam,Design tools for optimising data centre layout to minimise energy usage,Dr Srinarayana Nagarathinam,APDI
LP100100696,Mitchell,Silicon Photonic Platform for Quantum Encryption and Communications,Dr Thach G Nguyen,APDI
LP100100741,Blakers,Advanced Sliver Solar Cells,Dr Sudha S Mokkapati,APDI
LP110100121,McNevin,From genotype to phenotype: Molecular photofitting for criminal investigations,Gu Zhu,APDI
