Project ID,Scheme,Submission Year,Commencement Year,Administering Organisation,State/ Territory,Investigators,Project Title,National/Community Benefit,Primary FoR/RFCD,Primary FoR/RFCD Description,Funding Award,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FT110100292,FT,2011,2011,The University of Queensland,Qld,Dr Charles  Claudianos,The role of synapse development in cognitive disorder,"In humans, intellectual disability occurs when nerve cells in the brain fail to connect. The project examines fundamental molecular processes involved in synapse development of neurons. The use of insect models provides a generalised biological template to understand how synaptic molecules contribute to behaviours that underlie cognitive disorder.",1109,NEUROSCIENCES,"$708,378",,,,,,,,,,"$89,141","$177,955","$177,912","$176,234","$87,136",,,
FT110100345,FT,2011,2011,Deakin University,Vic,A/Prof Andre M.N. Renzaho,"Reducing the social, economic and health burden associated with obesity-related chronic diseases among socio-economically disadvantaged populations","This project will develop new methods and approaches for reducing obesity-related chronic diseases (OCDs) among socially disadvantaged populations in Australia, using prevention models. These prevention models will improve the evidence base in this field as well as inform public health policy and practice in Australia (and other industrialised countries).",1111,NUTRITION AND DIETETICS,"$712,856",,,,,,,,,,"$89,557","$178,739","$177,914","$177,689","$88,957",,,
FT120100034,FT,2011,2012,Swinburne University of Technology,Vic,A/Prof Christopher Vale,Two-dimensional Fermi superfluids: understanding frictionless flow in flatland,"At the lowest known temperatures in the universe small samples of atoms can form new states of matter such as superfluids that flow with zero resistance. This project will provide new insight into the important case of two-dimensional Fermi superfluids, which may elucidate the key physics behind high temperature superconductivity.",0206,QUANTUM PHYSICS,"$670,228",,,,,,,,,,,"$88,966","$177,932","$170,682","$157,182","$75,466",,
FT120100816,FT,2011,2012,Macquarie University,NSW,Asst Prof Thomas Carlson,Decoding the neural representation of objects in the human brain,"Humans can effortlessly recognise thousands of objects in a fraction of a second. This essential capacity is an integral part of our daily lives that allows us to recognise our keys, our car, our friends and family. This project will elucidate how humans recognise objects by investigating the neural representation of objects in the brain.",1702,COGNITIVE SCIENCES,"$707,218",,,,,,,,,,,"$89,261","$178,027","$175,432","$175,582","$88,916",,
FT120100760,FT,2011,2012,The Australian National University,ACT,Dr CEDRIC SIMENEL,Microscopic many-body quantum dynamics: new approaches for fundamental science and applications,"A new approach to create and validate a fundamental microscopic quantum theory of interactions of composite systems, like molecules and nuclei, by exploiting ideal features of nuclear reactions such as fusion will be developed. This will have broad impact in interdisciplinary areas from astrophysics and molecular reactions to future nanotechnologies.",0202,"ATOMIC, MOLECULAR, NUCLEAR, PARTICLE AND PLASMA PHYSICS","$712,828",,,,,,,,,,,"$88,866","$178,182","$178,432","$178,232","$89,116",,
FT120100716,FT,2011,2012,The Australian National University,ACT,Dr Stuart Bedford,"The archaeology of ritual architecture on the islands of Malakula, Vanuatu","This project will define the historical trajectory, function and role of ritual architecture across Malakula, Vanuatu, furnishing crucial comparative data and contributing to debates on the dynamics and manifestations of long-term social changed across the Pacific. Contemporary issues such as population growth, land and food security will be addressed.",2101,ARCHAEOLOGY,"$711,333",,,,,,,,,,,"$89,084","$178,205","$178,242","$177,462","$88,341",,
FT110100528,FT,2011,2011,The University of Western Australia,WA,Dr Jan Michael Hemmi,Neuro-ecology: information processing under natural conditions,Not enough is known about how sensory information is processed through the brain under natural environmental conditions. This project will shed light on how information processing changes with context and will help explain why even those animals with the smallest brains are much more versatile and robust than our most advanced robots.,0608,ZOOLOGY,"$711,994",,,,,,,,,,"$89,240","$178,376","$178,205","$177,621","$88,552",,,
FT110100665,FT,2011,2011,The Australian National University,ACT,Dr Sarah Rosalind Pryke,Adapting to a changing world: mothers as drivers of evolutionary change,"This project will improve our understanding of how organisms will adapt to the unprecedented speed and magnitude of human-induced environmental change. By identifying how mothers modify their offspring to better match the prevailing environment, it will address the role of mothers in directing and accelerating adaptation in our changing world.",0603,EVOLUTIONARY BIOLOGY,"$713,114",,,,,,,,,,"$89,177","$178,361","$178,213","$178,196","$89,167",,,
FT120100445,FT,2011,2012,Griffith University,Qld,Dr Francesca Iacopi,Hetero-epitaxial silicon carbide: enabling wide-band-gap semiconductors on silicon for greener technologies,"In the next decade wide band gap materials will unlock vast potential for a capillary outreach of smart heterogeneous devices, improving energy efficiency and lessening our carbon footprint. This project will aim at major breakthroughs, enabling this pressing technological demand, and putting Australia at the leading edge of this revolution.",0910,MANUFACTURING ENGINEERING,"$713,328",,,,,,,,,,,"$89,016","$178,232","$178,432","$178,432","$89,216",,
FT110100724,FT,2011,2011,The University of Queensland,Qld,Dr Katrina Louise McGuigan,Understanding phenotypes: contributions from studying mutations in a model organism,"The distribution of fish across aquatic habitats will be determined jointly by the swimming speed and endurance requirements imposed by features of the environment, such as water flow, and by the swimming capacity of the fish. This project will use zebrafish to characterise how body shape and physiology interact to determine swimming capacity.",0603,EVOLUTIONARY BIOLOGY,"$713,248",,,,,,,,,,"$89,316","$178,602","$178,322","$178,022","$88,986",,,
FT120100198,FT,2011,2012,James Cook University,Qld,Dr Carl Spandler,Resolving the mystery of how rare earth elements are mobilised and concentrated in continental crust,"Rare earth elements are regarded as the vitamins for modern industries and technologies. This project will investigate the geological processes that mobilise and concentrate these elements in the Earth's crust. The results will aid discovery of new ore deposits, which is essential to meet rapidly growing demand for these elements.",0402,GEOCHEMISTRY,"$711,098",,,,,,,,,,,"$89,256","$178,327","$178,037","$177,222","$88,256",,
FT110100316,FT,2011,2011,The University of Sydney,NSW,Dr Christopher C Chaston,"Wave energy transport, conversion and dissipation in near-Earth space","The near-Earth space environment is characterised by cycles of energy transport, conversion and release through particle acceleration that lead to dazzling aurora and damaged spacecraft and communication systems. This research seeks to identify how this energy is transported through space and the means through which it is converted and released.",0201,ASTRONOMICAL AND SPACE SCIENCES,"$715,362",,,,,,,,,,"$93,835","$186,784","$178,396","$170,897","$85,450",,,
FT110100256,FT,2011,2011,The University of New England,NSW,Dr Anne  Pender,Players: the lives and work of the actors who created the national theatre of Australia between 1950-2012,The transformation of Australian theatre since the 1950's is explored through the lives and work of 80 actors working in Australia during a critical phase of Australian cultural history. This study will extend knowledge of the creative achievements of these actors and enrich understanding of our national culture and creative industries.,1904,PERFORMING ARTS AND CREATIVE WRITING,"$703,557",,,,,,,,,,"$95,514","$184,718","$178,407","$167,061","$77,857",,,
FT110100327,FT,2011,2011,The University of Queensland,Qld,Dr Dagmar  Wilhelm,Towards a new understanding of the reproductive system,"The proposed analysis of the reproductive system will provide important new knowledge of gene regulation driving organ development. The insights and technologies developed in this program will be widely applicable in biotechnological and pharmacogenomic research in Australia and worldwide, and assert Australia's leadership in this area of research.",0604,GENETICS,"$706,828",,,,,,,,,,"$89,316","$178,532","$178,432","$174,882","$85,666",,,
FT120100371,FT,2011,2012,The University of New South Wales,NSW,Dr Nigel Turner,How do nutrient-regulated changes in mitochondrial protein acetylation and sirtuin activity affect mitochondrial function and insulin action?,Lysine acetylation affects the function of many proteins. This project will examine how excess nutrient availability and altered sirtuin activity affects the acetylation state and function of mitochondrial proteins. This information may identify therapeutic targets to treat diseases associated with mitochondrial dysfunction.,0601,BIOCHEMISTRY AND CELL BIOLOGY,"$713,844",,,,,,,,,,,"$89,293","$178,436","$178,361","$178,486","$89,268",,
FT110100130,FT,2011,2011,Southern Cross University,NSW,Dr Scott Gregory Johnston,Sea-level rise as a driver for arsenic mobilisation: unravelling the fundamental hydro-geochemical controls,"This project will reveal the effects of rising sea-levels on arsenic mobilisation in vulnerable coastal lowlands. By resolving coupled interactions between tides and geochemistry, this project will provide the necessary knowledge platform to underpin management responses to protect sensitive estuarine and coastal waters.",0402,GEOCHEMISTRY,"$709,213",,,,,,,,,,"$88,847","$178,033","$178,473","$176,573","$87,287",,,
